job_id,customer_id,device_id,issue_type,job_status,received_date,promised_date,completed_date,technician_id,technician_name,repair_notes,estimated_cost,actual_cost
JOB00437,CUST0187,DEV002,RAM Issue,In Progress,2024-02-24,2024-02-29,,T007,Meena Reddy,Customer follow-up pending,4842.43,
JOB00284,CUST0052,DEV013,Motherboard Failure,Completed,2024-02-10,2024-02-15,2024-02-11,T005,Kavitha Nair,Spare part ordered,1431.02,4719.84
JOB01313,CUST0149,DEV043,Water Damage,Cancelled,2024-01-10,2024-01-15,2024-01-15,T001,Rajesh Kumar,Customer follow-up pending,4373.81,
JOB00346,CUST0146,DEV014,Charging Port Fault,Completed,2024-01-01,2024-01-06,2024-01-08,T008,Arjun Iyer,Returned to customer,727.0,545.44
JOB00908,CUST0194,DEV006,Software Crash,Completed,2024-03-03,2024-03-08,2024-03-07,T001,Rajesh Kumar,,3976.02,3590.96
JOB00879,CUST0146,DEV002,Hard Disk Failure,Completed,2024-02-02,2024-02-07,2024-02-09,T008,Arjun Iyer,Out of warranty,2357.73,7085.83
JOB00885,CUST0052,DEV017,Charging Port Fault,Completed,2024-03-09,2024-03-14,2024-03-16,T006,Deepak Sharma,Customer follow-up pending,4984.68,8741.1
JOB01017,CUST0060,DEV007,Charging Port Fault,In Progress,2024-01-17,2024-01-22,,T003,Priya Singh,Customer informed,3617.16,
JOB01454,CUST0130,DEV017,Speaker Problem,Completed,2024-01-31,2024-02-05,2024-02-04,T001,Rajesh Kumar,Returned to customer,6817.05,4831.67
JOB00127,CUST0133,DEV034,Wi-Fi Not Connecting,Completed,2024-01-17,2024-01-22,2024-01-25,T006,Deepak Sharma,,4253.71,5741.94
JOB01483,CUST0290,DEV010,Hard Disk Failure,In Progress,2024-01-23,2024-01-28,,T003,Priya Singh,Returned to customer,3359.21,
JOB00672,CUST0127,DEV015,Camera Not Working,Completed,2024-01-16,2024-01-21,2024-01-25,T004,Amit Patel,Under warranty,479.77,2230.68
JOB00329,CUST0036,DEV001,Speaker Problem,Completed,2024-02-13,2024-02-18,2024-02-21,T008,Arjun Iyer,,3013.02,6035.21
JOB00660,CUST0035,DEV011,Camera Not Working,Completed,2024-03-09,2024-03-14,2024-03-16,T002,Suresh Rao,,2635.47,5625.01
JOB01279,CUST0300,DEV027,Software Crash,Completed,2024-01-07,2024-01-12,2024-01-11,T003,Priya Singh,Spare part ordered,1079.13,3713.86
JOB00783,CUST0096,DEV018,Water Damage,Completed,2024-03-18,2024-03-23,2024-03-20,T001,Rajesh Kumar,Under warranty,5490.02,2563.21
JOB00081,CUST0167,DEV024,Overheating,Completed,2024-02-11,2024-02-16,2024-02-16,T007,Meena Reddy,,1868.64,6926.52
JOB01275,CUST0042,DEV037,Power Not Turning On,Completed,2024-01-15,2024-01-20,2024-01-18,T006,Deepak Sharma,Out of warranty,7001.65,5199.07
JOB00238,CUST0155,DEV018,Motherboard Failure,Completed,2024-01-13,2024-01-18,2024-01-18,T006,Deepak Sharma,Returned to customer,6621.86,264.14
JOB00325,CUST0051,DEV023,RAM Issue,Completed,2024-03-12,2024-03-17,2024-03-16,T001,Rajesh Kumar,,4913.46,1071.66
JOB01425,CUST0064,DEV006,Overheating,Completed,2024-02-26,2024-03-02,2024-03-03,T007,Meena Reddy,Customer follow-up pending,7191.8,3110.43
JOB01078,CUST0079,DEV027,Software Crash,Pending,2024-02-12,2024-02-17,,T001,Rajesh Kumar,Spare part ordered,2602.46,
JOB00525,CUST0132,DEV041,Motherboard Failure,Completed,2024-02-26,2024-03-02,2024-03-04,T004,Amit Patel,Customer follow-up pending,1790.57,5723.74
JOB00242,CUST0156,DEV002,Hard Disk Failure,Completed,2024-01-29,2024-02-03,2024-02-02,T002,Suresh Rao,Customer follow-up pending,1177.68,1302.43
JOB00728,CUST0209,DEV001,Camera Not Working,In Progress,2024-03-12,2024-03-17,,T004,Amit Patel,,4098.56,
JOB00035,CUST0136,DEV014,Speaker Problem,In Progress,2024-02-01,2024-02-06,,T004,Amit Patel,Returned to customer,1416.77,
JOB01096,CUST0209,DEV038,Motherboard Failure,In Progress,2024-03-01,2024-03-06,,T002,Suresh Rao,,7446.58,
JOB00878,CUST0205,DEV041,Hard Disk Failure,Completed,2024-01-04,2024-01-09,2024-01-08,T007,Meena Reddy,Under warranty,388.33,8521.66
JOB01142,CUST0295,DEV018,Screen Damage,Pending,2024-02-14,2024-02-19,,T007,Meena Reddy,,4539.04,
JOB01308,CUST0299,DEV037,Hinge Broken,Completed,2024-03-19,2024-03-24,2024-03-24,T002,Suresh Rao,Customer informed,722.57,7429.53
JOB00500,CUST0264,DEV003,Hinge Broken,In Progress,2024-03-20,2024-03-25,,T008,Arjun Iyer,Customer informed,2974.8,
JOB00128,CUST0093,DEV040,Speaker Problem,Completed,2024-01-25,2024-01-30,2024-01-29,T005,Kavitha Nair,Spare part ordered,5952.25,1984.88
JOB00731,CUST0224,DEV032,Charging Port Fault,Completed,2024-02-21,2024-02-26,2024-02-28,T007,Meena Reddy,Customer follow-up pending,4275.34,5593.64
JOB01362,CUST0034,DEV031,Wi-Fi Not Connecting,Completed,2024-02-27,2024-03-03,2024-03-04,T004,Amit Patel,Returned to customer,2079.2,5422.44
JOB01324,CUST0209,DEV018,Water Damage,Completed,2024-01-01,2024-01-06,2024-01-03,T003,Priya Singh,Out of warranty,2274.16,3691.16
JOB00435,CUST0126,DEV028,Charging Port Fault,Completed,2024-02-08,2024-02-13,2024-02-12,T004,Amit Patel,Customer follow-up pending,6926.92,4408.36
JOB01148,CUST0228,DEV018,Keyboard Fault,Completed,2024-03-18,2024-03-23,2024-03-20,T005,Kavitha Nair,Customer informed,1730.9,2765.48
JOB01330,CUST0135,DEV008,Wi-Fi Not Connecting,Completed,2024-02-24,2024-02-29,2024-02-29,T002,Suresh Rao,Customer follow-up pending,2334.08,7121.13
JOB00053,CUST0281,DEV029,Charging Port Fault,Completed,2024-03-16,2024-03-21,2024-03-22,T003,Priya Singh,,4282.99,5809.83
JOB00777,CUST0298,DEV027,Screen Damage,Completed,2024-02-11,2024-02-16,2024-02-20,T008,Arjun Iyer,Customer informed,4847.08,3311.61
JOB00179,CUST0074,DEV035,RAM Issue,Completed,2024-01-28,2024-02-02,2024-02-02,T007,Meena Reddy,Customer follow-up pending,1005.64,795.34
JOB00374,CUST0172,DEV017,Speaker Problem,Completed,2024-03-01,2024-03-06,2024-03-05,T002,Suresh Rao,Returned to customer,6693.64,7421.46
JOB01232,CUST0003,DEV021,Water Damage,Cancelled,2024-03-04,2024-03-09,2024-03-11,T004,Amit Patel,Customer informed,6366.12,
JOB00440,CUST0251,DEV020,Motherboard Failure,Pending,2024-02-22,2024-02-27,,T002,Suresh Rao,Spare part ordered,3201.64,
JOB01321,CUST0055,DEV030,Wi-Fi Not Connecting,Completed,2024-01-24,2024-01-29,2024-01-26,T007,Meena Reddy,Customer informed,7101.19,8347.11
JOB00042,CUST0101,DEV010,RAM Issue,In Progress,2024-03-01,2024-03-06,,T003,Priya Singh,Under warranty,3487.86,
JOB00838,CUST0035,DEV035,Software Crash,Pending,2024-03-14,2024-03-19,,T004,Amit Patel,Under warranty,1673.01,
JOB01008,CUST0169,DEV008,Overheating,Completed,2024-02-21,2024-02-26,2024-02-27,T006,Deepak Sharma,Customer follow-up pending,2876.72,3468.01
JOB01392,CUST0192,DEV001,Software Crash,In Progress,2024-01-08,2024-01-13,,T002,Suresh Rao,,5203.55,
JOB00519,CUST0177,DEV026,Software Crash,Completed,2024-01-22,2024-01-27,2024-01-25,T002,Suresh Rao,,3326.62,2552.72
JOB01303,CUST0289,DEV041,Hard Disk Failure,Completed,2024-03-14,2024-03-19,2024-03-16,T005,Kavitha Nair,Out of warranty,5408.14,6413.4
JOB00119,CUST0229,DEV019,Motherboard Failure,Pending,2024-01-16,2024-01-21,,T003,Priya Singh,Out of warranty,227.56,
JOB01289,CUST0272,DEV042,Hinge Broken,Completed,2024-02-13,2024-02-18,2024-02-17,T002,Suresh Rao,Under warranty,6656.59,6207.37
JOB00655,CUST0099,DEV006,Wi-Fi Not Connecting,Cancelled,2024-03-21,2024-03-26,2024-03-24,T001,Rajesh Kumar,Spare part ordered,1787.61,
JOB00050,CUST0041,DEV014,Charging Port Fault,Completed,2024-01-14,2024-01-19,2024-01-19,T007,Meena Reddy,Customer informed,405.65,3663.56
JOB01043,CUST0146,DEV015,Speaker Problem,Completed,2024-03-19,2024-03-24,2024-03-27,T008,Arjun Iyer,Spare part ordered,224.71,6089.78
JOB00592,CUST0112,DEV002,Keyboard Fault,Completed,2024-01-29,2024-02-03,2024-02-02,T003,Priya Singh,Under warranty,2287.21,4411.94
JOB01354,CUST0294,DEV013,Charging Port Fault,In Progress,2024-02-06,2024-02-11,,T008,Arjun Iyer,,5520.94,
JOB00504,CUST0223,DEV001,Keyboard Fault,Completed,2024-01-15,2024-01-20,2024-01-23,T004,Amit Patel,Returned to customer,7227.78,1568.77
JOB00899,CUST0052,DEV013,Speaker Problem,Completed,2024-01-11,2024-01-16,2024-01-17,T006,Deepak Sharma,Customer informed,7058.55,688.97
JOB00901,CUST0289,DEV024,Power Not Turning On,Completed,2024-01-23,2024-01-28,2024-01-27,T002,Suresh Rao,Out of warranty,7811.04,1008.15
JOB00191,CUST0172,DEV005,Battery Issue,In Progress,2024-01-19,2024-01-24,,T005,Kavitha Nair,Under warranty,5631.11,
JOB01197,CUST0016,DEV042,Software Crash,Completed,2024-01-28,2024-02-02,2024-02-01,T003,Priya Singh,Out of warranty,4255.95,2100.52
JOB00403,CUST0240,DEV030,Keyboard Fault,In Progress,2024-02-10,2024-02-15,,T002,Suresh Rao,,6207.02,
JOB01487,CUST0030,DEV033,RAM Issue,Completed,2024-02-21,2024-02-26,2024-02-24,T005,Kavitha Nair,,5323.44,3567.13
JOB00148,CUST0130,DEV036,Charging Port Fault,Completed,2024-02-19,2024-02-24,2024-02-23,T008,Arjun Iyer,Out of warranty,6548.54,5380.09
JOB00997,CUST0097,DEV016,Hard Disk Failure,Cancelled,2024-01-01,2024-01-06,2024-01-12,T008,Arjun Iyer,,4559.77,
JOB00509,CUST0163,DEV013,Software Crash,Completed,2024-03-05,2024-03-10,2024-03-11,T002,Suresh Rao,Under warranty,1989.2,1320.82
JOB00200,CUST0103,DEV025,Hinge Broken,Completed,2024-01-10,2024-01-15,2024-01-15,T004,Amit Patel,,623.85,4007.41
JOB00246,CUST0087,DEV040,Speaker Problem,In Progress,2024-01-13,2024-01-18,,T002,Suresh Rao,Customer informed,4324.94,
JOB01051,CUST0196,DEV024,Screen Damage,Completed,2024-01-12,2024-01-17,2024-01-21,T004,Amit Patel,Under warranty,920.54,6303.52
JOB00256,CUST0256,DEV002,Charging Port Fault,Completed,2024-03-18,2024-03-23,2024-03-23,T007,Meena Reddy,Spare part ordered,6129.34,6000.56
JOB01403,CUST0091,DEV021,RAM Issue,Pending,2024-02-18,2024-02-23,,T004,Amit Patel,Customer follow-up pending,3365.96,
JOB00016,CUST0077,DEV039,Battery Issue,Pending,2024-03-01,2024-03-06,,T003,Priya Singh,Customer informed,7046.47,
JOB00587,CUST0012,DEV041,Wi-Fi Not Connecting,Completed,2024-01-15,2024-01-20,2024-01-19,T002,Suresh Rao,Spare part ordered,1035.2,2649.8
JOB00226,CUST0070,DEV026,Wi-Fi Not Connecting,Completed,2024-02-27,2024-03-03,2024-03-03,T004,,Out of warranty,4750.77,2115.97
JOB00151,CUST0168,DEV032,Motherboard Failure,Completed,2024-01-12,2024-01-17,2024-01-16,T001,Rajesh Kumar,Customer informed,6105.21,5998.8
JOB01002,CUST0087,DEV041,Charging Port Fault,Completed,2024-03-10,2024-03-15,2024-03-17,T006,Deepak Sharma,Under warranty,6838.56,5227.18
JOB00685,CUST0231,DEV008,Water Damage,Completed,2024-01-31,2024-02-05,2024-02-02,T002,Suresh Rao,,756.87,3924.31
JOB00326,CUST0231,DEV030,Power Not Turning On,In Progress,2024-01-14,2024-01-19,,T002,Suresh Rao,Spare part ordered,6624.16,
JOB00111,CUST0183,DEV021,Overheating,Completed,2024-03-07,2024-03-12,2024-03-11,T001,Rajesh Kumar,,6650.68,525.38
JOB00121,CUST0244,DEV030,Overheating,Completed,2024-01-11,2024-01-16,2024-01-24,T008,Arjun Iyer,Customer follow-up pending,5034.18,5084.31
JOB00170,CUST0135,DEV010,Water Damage,Completed,2024-01-02,2024-01-07,2024-01-06,T007,Meena Reddy,,3179.63,2943.84
JOB01402,CUST0220,DEV029,Speaker Problem,Pending,2024-02-02,2024-02-07,,T004,Amit Patel,,4126.36,
JOB00669,CUST0063,DEV043,Battery Issue,Pending,2024-02-02,2024-02-07,,T002,Suresh Rao,Out of warranty,4060.45,
JOB00820,CUST0176,DEV041,Motherboard Failure,In Progress,2024-01-25,2024-01-30,,T003,Priya Singh,Out of warranty,1863.09,
JOB01333,CUST0050,DEV018,Battery Issue,Completed,2024-02-04,2024-02-09,2024-02-12,T008,Arjun Iyer,Out of warranty,6749.93,5659.55
JOB01410,CUST0149,DEV037,Keyboard Fault,Completed,2024-01-02,2024-01-07,2024-01-03,T001,Rajesh Kumar,Customer informed,815.73,1132.3
JOB00095,CUST0202,DEV019,Screen Damage,Completed,2024-01-15,2024-01-20,2024-01-20,T006,Deepak Sharma,,377.44,1999.73
JOB00092,CUST0125,DEV005,Camera Not Working,Completed,2024-02-11,2024-02-16,2024-02-14,T007,Meena Reddy,,3503.62,3232.52
JOB00700,CUST0119,DEV020,Software Crash,Completed,2024-01-07,2024-01-12,2024-01-14,T006,Deepak Sharma,,2425.01,3549.0
JOB01407,CUST0120,DEV007,Battery Issue,In Progress,2024-02-29,2024-03-05,,T002,Suresh Rao,,939.09,
JOB01399,CUST0037,DEV003,Camera Not Working,Completed,2024-01-06,2024-01-11,2024-01-11,T006,Deepak Sharma,,5379.11,3719.04
JOB00071,CUST0135,DEV035,Keyboard Fault,In Progress,2024-01-01,2024-01-06,,T008,Arjun Iyer,,3156.54,
JOB01176,CUST0259,DEV032,RAM Issue,Completed,2024-02-19,2024-02-24,2024-02-25,T006,Deepak Sharma,,6895.35,7043.38
JOB00810,CUST0291,DEV039,RAM Issue,Completed,2024-01-26,2024-01-31,2024-01-27,T002,Suresh Rao,Customer informed,6751.82,7634.85
JOB00224,CUST0280,DEV033,Keyboard Fault,Pending,2024-03-01,2024-03-06,,T005,Kavitha Nair,Under warranty,6436.69,
JOB00666,CUST0170,DEV023,Speaker Problem,Pending,2024-02-25,2024-03-01,,T006,Deepak Sharma,Out of warranty,2009.86,
JOB01373,CUST0142,DEV027,RAM Issue,Completed,2024-01-25,2024-01-30,2024-01-26,T003,Priya Singh,Returned to customer,6690.05,7142.43
JOB01497,CUST0280,DEV011,Battery Issue,In Progress,2024-02-15,2024-02-20,,T002,Suresh Rao,Returned to customer,3993.06,
JOB00467,CUST0064,DEV018,Power Not Turning On,In Progress,2024-03-21,2024-03-26,,T008,Arjun Iyer,,2473.66,
JOB00523,CUST0282,DEV017,Hard Disk Failure,Pending,2024-02-22,2024-02-27,,T003,Priya Singh,Customer follow-up pending,2732.15,
JOB00983,CUST0203,DEV002,Water Damage,Completed,2024-03-04,2024-03-09,2024-03-06,T005,Kavitha Nair,Spare part ordered,513.01,5368.57
JOB00732,CUST0085,DEV010,Camera Not Working,Cancelled,2024-03-19,2024-03-24,2024-03-30,T004,Amit Patel,Returned to customer,4251.16,
JOB00982,CUST0246,DEV003,Screen Damage,Pending,2024-01-30,2024-02-04,,T004,Amit Patel,Under warranty,4104.55,
JOB00598,CUST0035,DEV028,RAM Issue,Completed,2024-02-15,2024-02-20,2024-02-16,T003,Priya Singh,Out of warranty,5324.25,3441.88
JOB00073,CUST0269,DEV032,RAM Issue,Completed,2024-03-19,2024-03-24,2024-03-22,T003,Priya Singh,Spare part ordered,4280.96,740.12
JOB01218,CUST0108,DEV005,Screen Damage,In Progress,2024-01-12,2024-01-17,,T003,Priya Singh,,6653.12,
JOB00526,CUST0203,DEV010,Software Crash,Completed,2024-02-25,2024-03-01,2024-03-03,T004,Amit Patel,Under warranty,3783.24,7368.04
JOB01268,CUST0253,DEV015,Charging Port Fault,Completed,2024-02-07,2024-02-12,2024-02-12,T007,Meena Reddy,Customer informed,4654.14,2460.19
JOB00698,CUST0245,DEV009,Hard Disk Failure,Pending,2024-03-16,2024-03-21,,T003,Priya Singh,,853.56,
JOB00085,CUST0120,DEV017,RAM Issue,Completed,2024-01-12,2024-01-17,2024-01-14,T005,Kavitha Nair,Spare part ordered,5843.93,7167.2
JOB00757,CUST0051,DEV033,Water Damage,Completed,2024-01-12,2024-01-17,2024-01-16,T005,Kavitha Nair,Out of warranty,2214.07,4289.04
JOB00688,CUST0149,DEV033,Hard Disk Failure,Completed,2024-01-28,2024-02-02,2024-01-31,T006,Deepak Sharma,Under warranty,3172.5,8980.71
JOB00719,CUST0053,DEV033,Overheating,Completed,2024-01-06,2024-01-11,2024-01-17,T008,Arjun Iyer,Customer follow-up pending,389.11,5739.27
JOB00788,CUST0107,DEV034,Keyboard Fault,In Progress,2024-02-07,2024-02-12,,T005,Kavitha Nair,,5461.11,
JOB01356,CUST0285,DEV035,Overheating,Pending,2024-01-10,2024-01-15,,T003,Priya Singh,Returned to customer,5770.89,
JOB00463,CUST0059,DEV008,Camera Not Working,Completed,2024-01-15,2024-01-20,2024-01-19,T002,Suresh Rao,Spare part ordered,4668.14,1277.64
JOB00287,CUST0113,DEV036,Motherboard Failure,Cancelled,2024-01-12,2024-01-17,2024-01-19,T004,Amit Patel,Under warranty,588.31,
JOB01217,CUST0073,DEV026,Software Crash,Pending,2024-01-19,2024-01-24,,T002,Suresh Rao,,5404.76,
JOB00750,CUST0257,DEV010,Hard Disk Failure,Completed,2024-01-11,2024-01-16,2024-01-13,T005,Kavitha Nair,Customer informed,2349.1,1908.35
JOB00595,CUST0162,DEV028,Hinge Broken,Completed,2024-02-24,2024-02-29,2024-03-05,T008,Arjun Iyer,Customer follow-up pending,6563.96,5662.76
JOB01105,CUST0143,DEV006,Keyboard Fault,Completed,2024-02-15,2024-02-20,2024-02-20,T002,Suresh Rao,Customer follow-up pending,5857.46,8211.64
JOB01395,CUST0231,DEV004,Power Not Turning On,Completed,2024-01-26,2024-01-31,2024-01-27,T003,Priya Singh,Returned to customer,5507.79,190.74
JOB00248,CUST0095,DEV029,Motherboard Failure,In Progress,2024-01-24,2024-01-29,,T002,Suresh Rao,,3507.92,
JOB00856,CUST0102,DEV012,Screen Damage,In Progress,2024-01-05,2024-01-10,,T003,Priya Singh,Out of warranty,1462.7,
JOB01212,CUST0088,DEV013,Keyboard Fault,Completed,2024-01-14,2024-01-19,2024-01-19,T007,Meena Reddy,Out of warranty,6826.45,8107.16
JOB00481,CUST0185,DEV011,Overheating,Completed,2024-02-01,2024-02-06,2024-02-05,T001,,,7256.03,2746.56
JOB00305,CUST0052,DEV019,Motherboard Failure,Completed,2024-01-16,2024-01-21,2024-01-22,T003,Priya Singh,,5939.94,8307.04
JOB00308,CUST0115,DEV042,Motherboard Failure,Completed,2024-03-04,2024-03-09,2024-03-07,T003,Priya Singh,,3611.37,8178.79
JOB00068,CUST0286,DEV042,RAM Issue,In Progress,2024-02-26,2024-03-02,,T006,,Customer informed,5576.15,
JOB00130,CUST0153,DEV020,Camera Not Working,Completed,2024-01-01,2024-01-06,2024-01-06,T006,Deepak Sharma,Customer informed,6689.93,1867.04
JOB01266,CUST0156,DEV016,Water Damage,Pending,2024-01-31,2024-02-05,,T003,Priya Singh,Returned to customer,5295.89,
JOB01220,CUST0277,DEV016,Hinge Broken,Completed,2024-03-06,2024-03-11,2024-03-13,T002,Suresh Rao,Returned to customer,3385.72,3145.47
JOB01021,CUST0060,DEV036,Screen Damage,Completed,2024-01-26,2024-01-31,2024-02-04,T004,Amit Patel,Customer informed,3100.5,4665.23
JOB01342,CUST0227,DEV022,Water Damage,Completed,2024-03-14,2024-03-19,2024-03-17,T001,Rajesh Kumar,Customer follow-up pending,6190.44,8688.11
JOB01405,CUST0230,DEV040,Keyboard Fault,Completed,2024-01-11,2024-01-16,2024-01-16,T006,Deepak Sharma,Under warranty,5887.65,236.14
JOB00823,CUST0243,DEV042,Wi-Fi Not Connecting,Completed,2024-02-04,2024-02-09,2024-02-08,T007,Meena Reddy,Customer follow-up pending,3881.46,7727.7
JOB00237,CUST0177,DEV041,Charging Port Fault,In Progress,2024-03-17,2024-03-22,,T002,Suresh Rao,,2716.33,
JOB01391,CUST0265,DEV012,Charging Port Fault,Completed,2024-02-27,2024-03-03,2024-03-01,T005,Kavitha Nair,,7544.46,4948.87
JOB01460,CUST0295,DEV025,Overheating,Completed,2024-02-27,2024-03-03,2024-03-01,T005,Kavitha Nair,,6986.9,2594.23
JOB01005,CUST0202,DEV015,Wi-Fi Not Connecting,Completed,2024-02-22,2024-02-27,2024-02-29,T006,Deepak Sharma,,1414.47,6291.39
JOB00438,CUST0157,DEV017,Overheating,Completed,2024-02-09,2024-02-14,2024-02-14,T008,Arjun Iyer,Spare part ordered,2799.23,6476.54
JOB01215,CUST0158,DEV017,Wi-Fi Not Connecting,In Progress,2024-01-22,2024-01-27,,T001,Rajesh Kumar,Returned to customer,572.73,
JOB00932,CUST0292,DEV013,Power Not Turning On,Completed,2024-02-29,2024-03-05,2024-03-07,T006,Deepak Sharma,,3123.57,2866.06
JOB00032,CUST0236,DEV038,Power Not Turning On,Completed,2024-03-02,2024-03-07,2024-03-06,T001,Rajesh Kumar,Out of warranty,5479.92,2184.88
JOB01075,CUST0208,DEV004,Wi-Fi Not Connecting,Completed,2024-02-02,2024-02-07,2024-02-05,T005,,Out of warranty,7069.82,2351.33
JOB00425,CUST0278,DEV026,Overheating,Completed,2024-01-30,2024-02-04,2024-02-03,T002,Suresh Rao,,5301.14,256.04
JOB00928,CUST0185,DEV015,Charging Port Fault,Cancelled,2024-01-23,2024-01-28,2024-01-27,T005,Kavitha Nair,,7993.3,
JOB00484,CUST0298,DEV018,Charging Port Fault,Completed,2024-01-10,2024-01-15,2024-01-16,T007,Meena Reddy,Customer follow-up pending,3177.9,8147.39
JOB00664,CUST0180,DEV028,Software Crash,Completed,2024-01-30,2024-02-04,2024-02-02,T005,Kavitha Nair,Customer informed,405.56,7069.13
JOB01298,CUST0182,DEV029,Overheating,Completed,2024-03-17,2024-03-22,2024-03-21,T007,Meena Reddy,Customer informed,1795.58,5117.13
JOB01281,CUST0128,DEV013,Hinge Broken,Completed,2024-01-05,2024-01-10,2024-01-12,T004,Amit Patel,Out of warranty,4381.96,5993.98
JOB00967,CUST0192,DEV009,Keyboard Fault,Completed,2024-01-09,2024-01-14,2024-01-14,T008,Arjun Iyer,Returned to customer,3452.6,2003.69
JOB00054,CUST0178,DEV031,Water Damage,Completed,2024-01-12,2024-01-17,2024-01-17,T004,Amit Patel,Customer follow-up pending,282.34,4781.35
JOB01027,CUST0209,DEV042,Power Not Turning On,Completed,2024-01-31,2024-02-05,2024-02-03,T003,Priya Singh,Customer follow-up pending,4077.64,814.24
JOB01081,CUST0276,DEV004,Screen Damage,Completed,2024-01-23,2024-01-28,2024-02-02,T008,Arjun Iyer,Customer follow-up pending,7872.87,3395.89
JOB01190,CUST0109,DEV015,Motherboard Failure,In Progress,2024-03-19,2024-03-24,,T006,Deepak Sharma,Customer informed,999.3,
JOB00650,CUST0067,DEV021,Wi-Fi Not Connecting,Completed,2024-03-15,2024-03-20,2024-03-20,T006,Deepak Sharma,,727.05,411.27
JOB00197,CUST0276,DEV031,Software Crash,Completed,2024-01-21,2024-01-26,2024-01-26,T003,Priya Singh,Customer follow-up pending,1834.8,2374.73
JOB00268,CUST0155,DEV033,RAM Issue,Completed,2024-02-25,2024-03-01,2024-02-27,T005,Kavitha Nair,Customer follow-up pending,5074.72,4161.07
JOB00100,CUST0288,DEV002,Screen Damage,Completed,2024-03-08,2024-03-13,2024-03-11,T004,Amit Patel,Customer informed,2904.88,3264.43
JOB01010,CUST0197,DEV035,RAM Issue,Completed,2024-02-24,2024-02-29,2024-02-29,T002,Suresh Rao,Returned to customer,7603.15,6210.91
JOB00397,CUST0152,DEV029,Water Damage,Completed,2024-01-30,2024-02-04,2024-02-02,T006,Deepak Sharma,,3718.98,3977.68
JOB00367,CUST0114,DEV015,Software Crash,Completed,2024-01-05,2024-01-10,2024-01-13,T006,Deepak Sharma,Out of warranty,255.66,8860.73
JOB00699,CUST0190,DEV042,Software Crash,Completed,2024-02-11,2024-02-16,2024-02-16,T007,Meena Reddy,,5835.76,2621.8
JOB00800,CUST0274,DEV002,Software Crash,Completed,2024-01-08,2024-01-13,2024-01-12,T008,Arjun Iyer,Customer informed,3034.31,6492.13
JOB01154,CUST0274,DEV002,RAM Issue,Completed,2024-01-04,2024-01-09,2024-01-08,T001,Rajesh Kumar,Spare part ordered,844.53,1835.23
JOB00105,CUST0075,DEV042,Hinge Broken,Completed,2024-02-10,2024-02-15,2024-02-12,T003,Priya Singh,Under warranty,2677.26,7934.8
JOB01293,CUST0074,DEV008,RAM Issue,Completed,2024-01-05,2024-01-10,2024-01-09,T002,Suresh Rao,,4519.98,1038.34
JOB01125,CUST0081,DEV042,Speaker Problem,Completed,2024-01-02,2024-01-07,2024-01-06,T002,Suresh Rao,Under warranty,5849.65,7102.54
JOB01149,CUST0239,DEV006,Power Not Turning On,Pending,2024-01-17,2024-01-22,,T002,Suresh Rao,Out of warranty,5948.63,
JOB00843,CUST0062,DEV032,Hard Disk Failure,Completed,2024-02-10,2024-02-15,2024-02-15,T006,Deepak Sharma,Out of warranty,7884.19,7228.15
JOB00218,CUST0095,DEV034,Motherboard Failure,Completed,2024-02-22,2024-02-27,2024-03-03,T006,Deepak Sharma,Returned to customer,3991.96,6042.82
JOB00572,CUST0209,DEV017,Water Damage,Pending,2024-02-27,2024-03-03,,T001,Rajesh Kumar,Under warranty,5147.49,
JOB00049,CUST0231,DEV027,Charging Port Fault,Completed,2024-01-03,2024-01-08,2024-01-05,T003,Priya Singh,Out of warranty,5363.78,8472.87
JOB00014,CUST0094,DEV040,Motherboard Failure,In Progress,2024-01-22,2024-01-27,,T005,Kavitha Nair,Returned to customer,7394.35,
JOB00736,CUST0207,DEV017,Water Damage,Completed,2024-01-10,2024-01-15,2024-01-16,T004,Amit Patel,Spare part ordered,5899.13,2627.87
JOB00894,CUST0142,DEV037,Camera Not Working,Completed,2024-03-17,2024-03-22,2024-03-19,T001,Rajesh Kumar,,1878.59,4151.19
JOB00153,CUST0223,DEV023,Battery Issue,Cancelled,2024-03-19,2024-03-24,2024-03-22,T001,Rajesh Kumar,Customer follow-up pending,686.8,
JOB00015,CUST0036,DEV015,Overheating,Completed,2024-01-17,2024-01-22,2024-01-20,T007,Meena Reddy,Out of warranty,4277.15,8197.65
JOB00562,CUST0022,DEV040,Motherboard Failure,Completed,2024-02-01,2024-02-06,2024-02-02,T001,Rajesh Kumar,,261.95,7699.58
JOB01335,CUST0282,DEV029,Camera Not Working,Completed,2024-03-13,2024-03-18,2024-03-17,T007,Meena Reddy,Returned to customer,4789.15,8813.23
JOB01263,CUST0152,DEV036,Power Not Turning On,Cancelled,2024-02-26,2024-03-02,2024-02-29,T003,,,5562.37,
JOB00109,CUST0008,DEV018,Overheating,In Progress,2024-01-26,2024-01-31,,T004,Amit Patel,Spare part ordered,1581.21,
JOB00986,CUST0059,DEV026,Battery Issue,Completed,2024-02-27,2024-03-03,2024-02-29,T005,Kavitha Nair,,6206.13,1960.62
JOB00486,CUST0262,DEV039,Charging Port Fault,Completed,2024-01-20,2024-01-25,2024-01-25,T007,Meena Reddy,,3155.75,8681.56
JOB00243,CUST0064,DEV005,Screen Damage,Completed,2024-02-25,2024-03-01,2024-02-29,T008,Arjun Iyer,Spare part ordered,455.78,5989.13
